id,text,source_forum,timestamp
post_1844,fresh backdoor logs 1 million lines no logs daily,darknetlive,2024-04-27 06:16:00
post_1845,malware builder automated bypass windows kernel 500 usd,exploit_in,2024-02-26 06:07:00
post_1846,stealer as a service automated monero only serious buyers,breachforums,2024-02-16 13:59:00
post_1847,buying credential from ecommerce site paying auction in btc,hackforums,2024-06-24 02:20:00
post_1848,fresh combolist dump 2 million records hospital usdt accepted,breachforums,2024-05-03 16:03:00
post_1849,leak from hospital 100k records includes database,raidforums,2024-04-07 15:05:00
post_1850,buying ssn from crypto exchange paying auction in crypto,raidforums,2024-02-27 06:52:00
post_1851,new ransomware available modular contact for 1000 usd,breachforums,2024-05-27 18:50:00
post_1852,fresh crypter logs 50k lines tested daily,exploit_in,2024-02-28 18:01:00
post_1853,phishing kit fortune 500 clone automated usdt,darknetlive,2024-04-14 21:33:00
post_1854,phishing kit ecommerce site clone automated xmr,raidforums,2024-06-07 21:39:00
post_1855,spyware source code tested bulk discount limited offer,exploit_in,2024-03-30 16:08:00
post_1856,fresh spyware logs 100k lines modular daily,breachforums,2024-05-17 19:42:00
post_1857,credit card stuffing list hospital 1 million checked monero,hackforums,2024-01-27 02:11:00
post_1858,access to social media network automated bulk discount xmr,exploit_in,2024-01-21 18:15:00
post_1859,buying combolist from university paying bulk discount in bitcoin,breachforums,2024-06-10 05:53:00
post_1860,buying credential from university paying 1000 usd in monero,darknetlive,2024-05-29 06:14:00
post_1861,fresh credential dump 10k records retailer bitcoin accepted,breachforums,2024-06-21 12:01:00
post_1862,zero day in web application fud fully undetected unpatched selling negotiable,darknetlive,2024-01-16 22:33:00
post_1863,malware builder persistent bypass android 1000 usd,hackforums,2024-02-24 22:29:00
post_1864,100k database from social media verified monero,darknetlive,2024-04-22 02:13:00
post_1865,leak from government 5k records includes credit card,darknetlive,2024-06-09 10:34:00
post_1866,malware builder silent install bypass apache server pm for price,raidforums,2024-06-15 10:55:00
post_1867,malware builder tested bypass office365 0.5 btc,darknetlive,2024-01-30 03:24:00
post_1868,stealer as a service encrypted btc only serious buyers,hackforums,2024-02-16 14:01:00
post_1869,leak from hospital 5k records includes logs,darknetlive,2024-05-13 02:24:00
post_1870,access to social media network guaranteed auction usdt,breachforums,2024-01-11 11:07:00
post_1871,rat as a service persistent bitcoin only serious buyers,hackforums,2024-04-17 06:27:00
post_1872,phishing kit ecommerce site clone bypass av xmr,darknetlive,2024-05-28 07:37:00
post_1873,credential stuffing list crypto exchange 500k checked btc,exploit_in,2024-04-12 08:44:00
post_1874,access to fortune 500 network modular bulk discount btc,darknetlive,2024-04-26 08:55:00
post_1875,fullz stuffing list government 10k checked xmr,darknetlive,2024-05-05 03:29:00
post_1876,phishing kit hospital clone bypass av btc,breachforums,2024-04-08 08:49:00
post_1877,malware as a service automated btc only serious buyers,raidforums,2024-02-22 17:30:00
post_1878,selling 1 million fullz from government pm for price bitcoin,exploit_in,2024-01-29 11:12:00
post_1879,malware builder persistent bypass office365 bulk discount,darknetlive,2024-03-08 05:02:00
post_1880,fresh credit card dump 200k records healthcare provider bitcoin accepted,darknetlive,2024-02-04 00:17:00
post_1881,fresh credential dump 50k records retailer btc accepted,darknetlive,2024-02-25 05:17:00
post_1882,fullz stuffing list major bank 500k checked crypto,darknetlive,2024-06-11 04:09:00
post_1883,leak from crypto exchange 2 million records includes credential,exploit_in,2024-04-09 08:55:00
post_1884,500k ssn from fortune 500 verified bitcoin,darknetlive,2024-02-17 09:00:00
post_1885,malware builder modular bypass windows kernel negotiable,raidforums,2024-01-10 06:19:00
post_1886,leak from hospital 5k records includes fullz,hackforums,2024-05-19 12:28:00
post_1887,selling 200k credential from major bank bulk discount xmr,darknetlive,2024-02-04 02:36:00
post_1888,spyware as a service modular crypto only serious buyers,raidforums,2024-01-08 01:06:00
post_1889,spyware as a service silent install bitcoin only serious buyers,breachforums,2024-04-28 02:12:00
post_1890,access to fortune 500 network automated negotiable bitcoin,exploit_in,2024-05-24 01:47:00
post_1891,buying logs from retailer paying 500 usd in monero,darknetlive,2024-03-21 22:49:00
post_1892,fresh botnet logs 5k lines automated daily,darknetlive,2024-05-01 00:29:00
post_1893,zero day in wordpress no logs unpatched selling 500 usd,breachforums,2024-02-17 11:09:00
post_1894,access to fortune 500 network modular 1000 usd monero,breachforums,2024-01-22 04:46:00
post_1895,botnet source code guaranteed auction limited offer,hackforums,2024-01-06 06:43:00
post_1896,10k database from healthcare provider verified monero,darknetlive,2024-06-15 14:38:00
post_1897,fresh keylogger logs 50k lines modular daily,breachforums,2024-03-30 03:24:00
post_1898,phishing kit hospital clone modular crypto,exploit_in,2024-04-15 08:30:00
post_1899,5k ssn from government verified crypto,raidforums,2024-05-14 08:19:00
post_1900,zero day in web application bypass av unpatched selling auction,raidforums,2024-01-29 18:02:00
post_1901,zero day in web application guaranteed unpatched selling 1000 usd,exploit_in,2024-05-15 06:25:00
post_1902,fresh crypter logs 200k lines no logs daily,breachforums,2024-04-21 08:28:00
post_1903,200k ssn from major bank verified bitcoin,breachforums,2024-06-24 23:09:00
post_1904,exploit for windows kernel fud fully undetected auction escrow available,raidforums,2024-01-05 17:33:00
post_1905,malware as a service modular btc only serious buyers,exploit_in,2024-01-01 16:33:00
post_1906,fullz stuffing list ecommerce site 100k checked crypto,hackforums,2024-01-24 12:36:00
post_1907,malware builder automated bypass web application 500 usd,exploit_in,2024-04-27 23:45:00
post_1908,selling 5k credential from social media auction usdt,raidforums,2024-01-22 17:27:00
post_1909,zero day in apache server encrypted unpatched selling negotiable,breachforums,2024-01-25 16:56:00
post_1910,new ransomware available bypass av contact for auction,hackforums,2024-02-22 10:48:00
post_1911,zero day in web application modular unpatched selling 0.5 btc,exploit_in,2024-06-01 08:18:00
post_1912,phishing kit hospital clone bypass av monero,breachforums,2024-05-20 04:17:00
post_1913,fullz stuffing list social media 200k checked monero,hackforums,2024-06-01 09:00:00
post_1914,phishing kit major bank clone bypass av xmr,hackforums,2024-03-08 22:20:00
post_1915,buying database from government paying 0.5 btc in xmr,darknetlive,2024-04-26 00:00:00
post_1916,fresh fullz dump 200k records social media btc accepted,breachforums,2024-01-30 21:26:00
post_1917,access to university network guaranteed bulk discount bitcoin,exploit_in,2024-01-09 01:29:00
post_1918,new ransomware available fud fully undetected contact for 0.5 btc,exploit_in,2024-02-02 17:15:00
post_1919,new botnet available silent install contact for negotiable,raidforums,2024-05-25 23:59:00
post_1920,fresh fullz dump 10k records fortune 500 usdt accepted,raidforums,2024-01-03 15:47:00
post_1921,10k credit card from ecommerce site verified crypto,hackforums,2024-02-06 14:26:00
post_1922,malware builder tested bypass ios browser negotiable,hackforums,2024-01-02 11:31:00
post_1923,fresh logs dump 2 million records social media monero accepted,raidforums,2024-04-27 21:11:00
post_1924,buying logs from hospital paying pm for price in crypto,exploit_in,2024-02-03 08:04:00
post_1925,phishing kit social media clone modular btc,breachforums,2024-05-01 14:53:00
post_1926,access to government network guaranteed 1000 usd bitcoin,exploit_in,2024-05-10 09:32:00
post_1927,buying ssn from fortune 500 paying 500 usd in xmr,raidforums,2024-01-14 09:46:00
post_1928,phishing kit healthcare provider clone guaranteed bitcoin,darknetlive,2024-06-03 23:48:00
post_1929,new ransomware available guaranteed contact for auction,breachforums,2024-03-13 20:52:00
post_1930,fullz stuffing list crypto exchange 100k checked monero,hackforums,2024-05-15 04:29:00
post_1931,selling 5k credit card from ecommerce site 500 usd xmr,breachforums,2024-05-08 05:46:00
post_1932,leak from social media 1 million records includes logs,breachforums,2024-03-29 03:52:00
post_1933,selling 200k fullz from fortune 500 auction xmr,hackforums,2024-01-22 23:11:00
post_1934,malware builder automated bypass vpn client negotiable,hackforums,2024-01-02 07:31:00
post_1935,fresh credential dump 5k records major bank monero accepted,exploit_in,2024-06-01 14:35:00
post_1936,ransomware source code fud fully undetected auction limited offer,breachforums,2024-03-17 15:52:00
post_1937,crypter as a service guaranteed crypto only serious buyers,raidforums,2024-01-27 20:48:00
post_1938,ransomware source code bypass av 1000 usd limited offer,hackforums,2024-02-22 14:21:00
post_1939,exploit for router firmware automated 0.5 btc escrow available,raidforums,2024-05-13 23:00:00
post_1940,new ddos available bypass av contact for 0.5 btc,exploit_in,2024-01-08 17:44:00
post_1941,fresh ssn dump 2 million records fortune 500 usdt accepted,breachforums,2024-03-05 15:31:00
post_1942,leak from fortune 500 100k records includes credential,exploit_in,2024-04-03 11:29:00
post_1943,selling 50k ssn from ecommerce site pm for price xmr,breachforums,2024-04-11 05:10:00
post_1944,50k logs from crypto exchange verified crypto,raidforums,2024-03-07 12:42:00
post_1945,selling 5k account from university negotiable crypto,hackforums,2024-05-27 11:44:00
post_1946,fresh credential dump 10k records healthcare provider crypto accepted,breachforums,2024-01-19 00:30:00
post_1947,crypter as a service no logs usdt only serious buyers,breachforums,2024-03-13 06:44:00
post_1948,crypter source code bypass av bulk discount limited offer,breachforums,2024-01-07 00:19:00
post_1949,fresh ransomware logs 5k lines persistent daily,raidforums,2024-04-04 02:24:00
post_1950,fresh stealer logs 10k lines silent install daily,exploit_in,2024-03-25 07:19:00
post_1951,fresh credential dump 100k records university bitcoin accepted,exploit_in,2024-03-07 04:31:00
post_1952,fresh spyware logs 100k lines encrypted daily,exploit_in,2024-01-26 04:14:00
post_1953,ssn stuffing list government 2 million checked crypto,darknetlive,2024-03-15 13:48:00
post_1954,logs stuffing list retailer 1 million checked monero,raidforums,2024-04-23 03:01:00
post_1955,access to major bank network tested 500 usd bitcoin,hackforums,2024-02-28 16:01:00
post_1956,phishing kit healthcare provider clone tested xmr,breachforums,2024-06-20 05:24:00
post_1957,new crypter available guaranteed contact for auction,exploit_in,2024-04-25 05:35:00
post_1958,malware builder persistent bypass windows kernel 0.5 btc,raidforums,2024-04-24 20:57:00
post_1959,access to retailer network tested negotiable usdt,raidforums,2024-05-20 12:30:00
post_1960,fresh crypter logs 200k lines guaranteed daily,raidforums,2024-05-01 19:03:00
post_1961,phishing kit social media clone silent install crypto,darknetlive,2024-01-15 22:21:00
post_1962,combolist stuffing list major bank 500k checked bitcoin,raidforums,2024-05-01 06:36:00
post_1963,fresh ddos logs 100k lines no logs daily,darknetlive,2024-03-21 06:43:00
post_1964,2 million credential from retailer verified btc,raidforums,2024-03-29 08:10:00
post_1965,malware builder persistent bypass wordpress auction,raidforums,2024-05-02 06:55:00
post_1966,buying fullz from healthcare provider paying auction in crypto,breachforums,2024-06-04 03:31:00
post_1967,200k credential from ecommerce site verified btc,exploit_in,2024-03-14 08:53:00
post_1968,500k credential from university verified bitcoin,hackforums,2024-02-23 18:54:00
post_1969,selling 100k account from retailer auction bitcoin,breachforums,2024-02-19 14:56:00
post_1970,phishing kit major bank clone silent install btc,darknetlive,2024-04-15 14:11:00
post_1971,phishing kit crypto exchange clone persistent bitcoin,hackforums,2024-03-12 14:27:00
post_1972,phishing kit crypto exchange clone tested usdt,darknetlive,2024-01-16 05:56:00
post_1973,backdoor source code silent install 500 usd limited offer,raidforums,2024-04-28 22:10:00
post_1974,new stealer available tested contact for negotiable,raidforums,2024-03-17 18:52:00
post_1975,selling 200k logs from hospital 0.5 btc crypto,darknetlive,2024-02-12 17:41:00
post_1976,exploit for windows kernel tested bulk discount escrow available,exploit_in,2024-04-25 23:00:00
post_1977,malware builder tested bypass vpn client 0.5 btc,exploit_in,2024-01-06 05:02:00
post_1978,selling 100k ssn from crypto exchange negotiable monero,breachforums,2024-03-17 07:39:00
post_1979,keylogger as a service bypass av monero only serious buyers,darknetlive,2024-02-09 11:57:00
post_1980,exploit for office365 no logs pm for price escrow available,raidforums,2024-06-23 01:14:00
post_1981,stealer source code persistent 500 usd limited offer,hackforums,2024-03-04 12:58:00
post_1982,ransomware source code tested auction limited offer,breachforums,2024-05-17 20:14:00
